"","pvalue","log2FoldChange","padj","Regulation"
"ENSG00000131966",3.69258005958674e-05,-1.23137994118764,0.000438627072152702,"Down"
"ENSG00000176974",0.000214671178657053,-1.23449912919052,0.00192078372017762,"Down"
"ENSG00000221923",0.000453112439760462,-1.23475378851769,0.00357164496920462,"Down"
"ENSG00000183060",1.06130966518844e-05,-1.23492824254659,0.000152008575681098,"Down"
"ENSG00000091140",3.01668689565691e-06,-1.23513754006666,5.1155125227773e-05,"Down"
"ENSG00000198736",0.00136115050948387,-1.23571100934547,0.00893807193741389,"Down"
"ENSG00000100836",0.00121029088166791,-1.23644544917442,0.00810935463191947,"Down"
"ENSG00000145022",0.00022057203523193,-1.23761789269182,0.00196320620884394,"Down"
"ENSG00000112759",2.76034548171745e-06,-1.23922483662245,4.74485303970381e-05,"Down"
"ENSG00000226200",0.00128502871514426,-1.23953243323603,0.00852022927042053,"Down"
"ENSG00000172500",0.00135044902325769,-1.24306884618819,0.00888001125841381,"Down"
"ENSG00000088682",2.18821117469747e-05,-1.24319917552673,0.000282104373688319,"Down"
"ENSG00000165501",0.00100777024103155,-1.24324062753601,0.00697839973169063,"Down"
"ENSG00000134138",5.84528923894939e-07,-1.24443972472832,1.2070127102616e-05,"Down"
"ENSG00000184792",0.000682523661794271,-1.24456466581524,0.00504987138177874,"Down"
"ENSG00000242498",0.000960446127359115,-1.24660114280583,0.00668755081272273,"Down"
"ENSG00000108528",0.000298848574637671,-1.24847652524283,0.00254106430486077,"Down"
"ENSG00000101546",0.000650040580440163,-1.24961358580154,0.00484557255653742,"Down"
"ENSG00000112769",0.000435902538021464,-1.24967084449099,0.00345997639554537,"Down"
"ENSG00000168116",0.000443040819954613,-1.2498562943064,0.00350963590485612,"Down"
"ENSG00000168291",0.000109499052052212,-1.2502831889526,0.00110920634993577,"Down"
"ENSG00000162734",2.12008527870442e-05,-1.25093073529741,0.000274805407786898,"Down"
"ENSG00000243789",0.00114459951970102,-1.25104628725885,0.00773738905220315,"Down"
"ENSG00000163918",0.000106989499377777,-1.25237589310663,0.00108860498146643,"Down"
"ENSG00000157502",0.00150612858603019,-1.25325296241353,0.00968758785561876,"Down"
"ENSG00000057294",0.000295168570190621,-1.2534625627992,0.00251425072489164,"Down"
"ENSG00000116459",0.000883674138988893,-1.25417550667615,0.00624773578397951,"Down"
"ENSG00000135063",2.44814124124273e-06,-1.25424210630284,4.26967277398914e-05,"Down"
"ENSG00000147862",0.000493310106547045,-1.2559274379914,0.00384032347698639,"Down"
"ENSG00000182095",0.000107802409387866,-1.25686796851354,0.00109434112523158,"Down"
"ENSG00000102897",0.00109467645740386,-1.25718860428767,0.00744841695553562,"Down"
"ENSG00000196972",0.00109453212215068,-1.25798561776473,0.00744841695553562,"Down"
"ENSG00000242259",0.000328517369292294,-1.25984788180298,0.00275506874226302,"Down"
"ENSG00000092096",7.81261908608767e-05,-1.25993116652502,0.000838355475503053,"Down"
"ENSG00000106305",0.00126175483442307,-1.26008755360177,0.00840325200186477,"Down"
"ENSG00000171469",3.5783587489727e-06,-1.26042060313168,5.89219955106705e-05,"Down"
"ENSG00000232838",0.000294363924583098,-1.26244712430832,0.00251098001548626,"Down"
"ENSG00000151729",0.000605805170609559,-1.26313872028792,0.00457438464689242,"Down"
"ENSG00000158483",0.000362898241304181,-1.26319185759153,0.00299087276816659,"Down"
"ENSG00000049541",0.000218361158590571,-1.26390599113407,0.00194682263723244,"Down"
"ENSG00000167595",0.000763030044834277,-1.26437519964956,0.00551729417034016,"Down"
"ENSG00000162623",0.000128613590871498,-1.26449241206063,0.00126317486451991,"Down"
"ENSG00000070087",0.000127338592165015,-1.26566080117364,0.00125426178944427,"Down"
"ENSG00000148341",3.17526784030348e-05,-1.26605177626605,0.000387194560546915,"Down"
"ENSG00000136631",1.17128894130196e-05,-1.26612157381631,0.000165968514911131,"Down"
"ENSG00000276289",0.00018416425058152,-1.26918518150398,0.00169575998722884,"Down"
"ENSG00000140374",0.000388674751483633,-1.27055424883728,0.00315497831714522,"Down"
"ENSG00000065268",0.000784122137972287,-1.27068435605829,0.00564927584979672,"Down"
"ENSG00000075336",0.000204058294868712,-1.27091196097623,0.00184409381085744,"Down"
"ENSG00000128973",0.000220664998826237,-1.27125973981664,0.00196320620884394,"Down"
"ENSG00000156239",0.000157490677129652,-1.27198033878237,0.00149453394560715,"Down"
"ENSG00000154719",0.00080623010046616,-1.27273863854865,0.00577891020075954,"Down"
"ENSG00000166902",0.00102839855009047,-1.27297815703625,0.00708630412177781,"Down"
"ENSG00000100116",0.000217366510983925,-1.27364392699721,0.0019386786762242,"Down"
"ENSG00000110442",0.000912365039081921,-1.27414441649028,0.00640883426687848,"Down"
"ENSG00000155657",3.29577915323165e-05,-1.27497049210051,0.00039863233567659,"Down"
"ENSG00000143315",0.000383859717190626,-1.27550326201117,0.00312479870700423,"Down"
"ENSG00000129521",1.45695675507525e-06,-1.2759497856865,2.68620073236885e-05,"Down"
"ENSG00000177613",0.000393843342460477,-1.27610085804367,0.00319083937719252,"Down"
"ENSG00000235823",0.00111124056202292,-1.2794268947428,0.00754392370169442,"Down"
"ENSG00000131779",0.000323551142774137,-1.27996195311788,0.00272010812847721,"Down"
"ENSG00000151117",9.97945233956734e-05,-1.28169648882483,0.00102790942217217,"Down"
"ENSG00000118096",4.45482858391508e-05,-1.28194799262898,0.00051733213652508,"Down"
"ENSG00000151498",1.03438079843167e-06,-1.2827657014405,2.00554829249065e-05,"Down"
"ENSG00000174483",7.42122661326331e-05,-1.2833255278222,0.000802850958850361,"Down"
"ENSG00000152219",0.000207338773908003,-1.28393084976564,0.00186808323238773,"Down"
"ENSG00000128694",2.00398457296048e-05,-1.28571988816858,0.000262391550134065,"Down"
"ENSG00000108666",6.74446974678485e-05,-1.28604728692643,0.000737997065418126,"Down"
"ENSG00000103274",0.000478737304524633,-1.28679728963809,0.00374151616459252,"Down"
"ENSG00000141542",0.000707249057165248,-1.28728792399929,0.00519709687305846,"Down"
"ENSG00000140543",3.59702988853471e-05,-1.28792967388231,0.000428556315462349,"Down"
"ENSG00000137310",0.000380617551576207,-1.28883944168508,0.00310273066072965,"Down"
"ENSG00000077312",0.00143346369407805,-1.29076006721164,0.00931556318993125,"Down"
"ENSG00000104381",0.00141727969448511,-1.29242473562412,0.00923048826664661,"Down"
"ENSG00000120333",0.000416877005273366,-1.29288264083412,0.00334561592701115,"Down"
"ENSG00000186889",0.00133132218063348,-1.29297140370239,0.00878326841249101,"Down"
"ENSG00000189077",0.0010228493704896,-1.29302593597106,0.00705590763427313,"Down"
"ENSG00000160801",3.82501154127752e-06,-1.29331783575777,6.23563795863873e-05,"Down"
"ENSG00000153774",0.000447651361456975,-1.29411886871178,0.00353822228128798,"Down"
"ENSG00000133265",0.000377685185689853,-1.29425462653063,0.00308475415068974,"Down"
"ENSG00000144554",0.000527169687511488,-1.29448729934006,0.0040628481145979,"Down"
"ENSG00000187244",0.000119397701141131,-1.2953464228444,0.00118830325654258,"Down"
"ENSG00000255302",0.000951456700317015,-1.29599626968617,0.0066365703116474,"Down"
"ENSG00000204860",0.000226851536680713,-1.29659647214651,0.00201200122206118,"Down"
"ENSG00000174944",0.00107047590363574,-1.29685698186292,0.00730874540326194,"Down"
"ENSG00000162384",0.00100228552786988,-1.2976821944914,0.00694317176958023,"Down"
"ENSG00000133460",0.000343167412048027,-1.2983742434683,0.00285907235837264,"Down"
"ENSG00000104679",5.74196816885128e-05,-1.29919697183589,0.000643941906996211,"Down"
"ENSG00000166965",0.000106880552099211,-1.29978196630486,0.00108860498146643,"Down"
"ENSG00000166275",0.00138756832700724,-1.30203519728413,0.00907659763715753,"Down"
"ENSG00000189221",0.000564700612530974,-1.30643495828413,0.00431587446376105,"Down"
"ENSG00000115840",0.000128589162752865,-1.30725747030452,0.00126317486451991,"Down"
"ENSG00000078967",0.000305497739432474,-1.30811522783556,0.00258563063689817,"Down"
"ENSG00000132646",0.000299254273963388,-1.3083741142248,0.00254270286304266,"Down"
"ENSG00000095002",0.000257511212316899,-1.3084147225117,0.00223738635563256,"Down"
"ENSG00000106049",3.33280364800773e-05,-1.30865741833052,0.000401785983571184,"Down"
"ENSG00000144134",1.37174676033862e-05,-1.30907355033276,0.000189865655941129,"Down"
"ENSG00000180139",3.48528629551629e-06,-1.30955423556533,5.76982061176947e-05,"Down"
"ENSG00000165704",0.00145655503428127,-1.31179648834647,0.00944249470499583,"Down"
"ENSG00000181856",0.000409895464709124,-1.31258095260324,0.00330184349372302,"Down"
"ENSG00000068615",2.33698814715194e-05,-1.31464321264566,0.000297906721844099,"Down"
"ENSG00000075303",1.26670718127337e-05,-1.31485837538309,0.000177383581584064,"Down"
"ENSG00000157036",4.88086240835815e-06,-1.31644691880218,7.76385548713918e-05,"Down"
"ENSG00000138029",2.46903036229568e-07,-1.31806388425476,5.67377949279803e-06,"Down"
"ENSG00000131089",0.000582195743183492,-1.31820114949696,0.0044283228939946,"Down"
"ENSG00000164162",0.00127766902356633,-1.32016035805721,0.00848321068038644,"Down"
"ENSG00000013810",0.000425178293722868,-1.3203736510142,0.00339403441689308,"Down"
"ENSG00000273270",0.000351382758463184,-1.32127449119437,0.00291306067398159,"Down"
"ENSG00000121022",0.00013260009934304,-1.32165781568632,0.00129647740819723,"Down"
"ENSG00000135845",0.00141229131330823,-1.32363354537627,0.0092055330047904,"Down"
"ENSG00000140682",0.000130362974435518,-1.32459702476299,0.00127877829811932,"Down"
"ENSG00000137312",5.84902708063607e-07,-1.32601368749608,1.2070127102616e-05,"Down"
"ENSG00000219626",0.00150781554566722,-1.32678496645709,0.00969366014431296,"Down"
"ENSG00000135744",1.36031903092392e-05,-1.32741644490077,0.000188431396797589,"Down"
"ENSG00000245556",0.000525998579505527,-1.3280617608982,0.00405644124169056,"Down"
"ENSG00000285967",0.000167290575733241,-1.32881098455712,0.00156697912365903,"Down"
"ENSG00000104936",6.53747546810576e-07,-1.33285023879609,1.33523322734383e-05,"Down"
"ENSG00000272944",0.000290223597260199,-1.33348805841399,0.00248009255840534,"Down"
"ENSG00000103351",1.55733931541986e-06,-1.3337759094223,2.84927459731529e-05,"Down"
"ENSG00000119929",0.000121266667531116,-1.3338850850402,0.00120439390764265,"Down"
"ENSG00000136108",1.73052718413781e-07,-1.33421407946794,4.16933068097622e-06,"Down"
"ENSG00000107551",2.07231345451582e-07,-1.33501605410373,4.88435893781044e-06,"Down"
"ENSG00000132429",0.000736066538716822,-1.33548930109969,0.0053547607185871,"Down"
"ENSG00000105974",0.00134979115604782,-1.33662247694634,0.00887903421707154,"Down"
"ENSG00000100350",0.00143288208714805,-1.33689830102108,0.00931431873475273,"Down"
"ENSG00000106819",7.8173084597951e-06,-1.33788311438683,0.000116435468986942,"Down"
"ENSG00000104763",1.49295965145788e-06,-1.33834628778256,2.74199266447756e-05,"Down"
"ENSG00000138036",4.68025679128467e-05,-1.33904913910261,0.000538793689241624,"Down"
"ENSG00000248098",1.58288855729157e-05,-1.33970786060561,0.000213761579150981,"Down"
"ENSG00000134590",0.00150050253550805,-1.3404606623294,0.00966441827294046,"Down"
"ENSG00000170417",9.16425299014758e-05,-1.3415556217615,0.000957574198655421,"Down"
"ENSG00000225138",0.00131213747177906,-1.34192320894996,0.00868068558498111,"Down"
"ENSG00000029639",4.49334430513849e-05,-1.34225754361474,0.000521044626660936,"Down"
"ENSG00000241697",0.000133096765860838,-1.34231727241475,0.00129918985351323,"Down"
"ENSG00000181938",0.000745467011240703,-1.34555358217665,0.00541819493466759,"Down"
"ENSG00000140350",5.65900382117783e-07,-1.3456806889542,1.1718506091452e-05,"Down"
"ENSG00000233396",0.000256568826159803,-1.34670955599633,0.00223082202964,"Down"
"ENSG00000117054",5.03762870942694e-06,-1.34875294036384,7.97602274975316e-05,"Down"
"ENSG00000167325",0.000419673897144533,-1.34955704409607,0.00335941213624863,"Down"
"ENSG00000198959",3.20892704089412e-07,-1.34972988810313,7.15372007734716e-06,"Down"
"ENSG00000165672",0.000144945127567608,-1.34977260425544,0.00139207959203709,"Down"
"ENSG00000116120",6.20199361369275e-07,-1.34978762896623,1.27215463505608e-05,"Down"
"ENSG00000161981",0.00129959935263764,-1.35010670430269,0.00860250461424353,"Down"
"ENSG00000101353",0.000523603989136691,-1.35095092667074,0.00404189099406002,"Down"
"ENSG00000270149",0.000122634973273656,-1.3538250502527,0.00121545563382392,"Down"
"ENSG00000182405",0.00117516405655208,-1.35435715909229,0.00790595013080797,"Down"
"ENSG00000120457",1.95982732081371e-05,-1.35705471186124,0.000257527997312868,"Down"
"ENSG00000119723",4.83837830911798e-05,-1.35712865389471,0.000554590112858862,"Down"
"ENSG00000115042",0.000723065271126974,-1.35788277253041,0.00528109709802008,"Down"
"ENSG00000100302",2.00563150860558e-05,-1.35819210069757,0.000262391550134065,"Down"
"ENSG00000112118",0.000263250683924062,-1.35830036808209,0.0022773091773083,"Down"
"ENSG00000051180",0.000292026710775042,-1.35912990811609,0.0024935474796825,"Down"
"ENSG00000152240",0.000542916738304267,-1.3591855171116,0.00416672453993979,"Down"
"ENSG00000185236",0.00036199985369064,-1.35962336602091,0.00298656133611532,"Down"
"ENSG00000137168",1.53701094808483e-05,-1.36159448667696,0.000208865528722103,"Down"
"ENSG00000132478",0.000109426822724735,-1.36288897836171,0.00110894516951433,"Down"
"ENSG00000184903",0.000871651897857508,-1.36296711692961,0.00617553730363379,"Down"
"ENSG00000131771",0.00103818169781485,-1.36358462425794,0.00712902680961382,"Down"
"ENSG00000259692",0.00138039836197693,-1.36378672548849,0.00903464673535121,"Down"
"ENSG00000204568",0.000905954188964763,-1.36618581272532,0.00637317684611747,"Down"
"ENSG00000117748",3.3153567047751e-06,-1.3662810061947,5.54323926353013e-05,"Down"
"ENSG00000091483",7.04409514729518e-07,-1.36660807452604,1.42771490438726e-05,"Down"
"ENSG00000154415",0.00057365795904089,-1.36776802389815,0.0043746733520576,"Down"
"ENSG00000048342",0.000126242374737715,-1.36890836518255,0.00124552187571805,"Down"
"ENSG00000144331",1.84684847638218e-07,-1.36917037147479,4.40513029191817e-06,"Down"
"ENSG00000046653",0.000274777832918489,-1.36973469890378,0.00236588371394225,"Down"
"ENSG00000164929",0.000190019190455044,-1.37141468661732,0.0017402754857325,"Down"
"ENSG00000158793",8.82189705462783e-05,-1.37267785566198,0.00092953051225196,"Down"
"ENSG00000248932",0.000364504172262617,-1.3728109548043,0.00300100055756629,"Down"
"ENSG00000198513",3.09863219593181e-05,-1.3735678432651,0.000379399704154195,"Down"
"ENSG00000159055",0.000917391401760966,-1.37384887239359,0.00643656688464438,"Down"
"ENSG00000272106",0.000101373409569307,-1.37512214011926,0.00103905315162842,"Down"
"ENSG00000179965",0.00143482675990148,-1.37529376343835,0.00932188400528103,"Down"
"ENSG00000166262",0.000902111273305644,-1.37573922191729,0.00634988465844503,"Down"
"ENSG00000100711",0.000199502121251563,-1.37649285411194,0.00181183440357638,"Down"
"ENSG00000175567",0.000362884932639614,-1.37693358602357,0.00299087276816659,"Down"
"ENSG00000119943",3.19025485620899e-06,-1.37753723754077,5.37927436065295e-05,"Down"
"ENSG00000174740",0.000512427138653771,-1.37885433302863,0.0039735986886968,"Down"
"ENSG00000167792",1.22793764387069e-05,-1.38005728824867,0.000173173297017464,"Down"
"ENSG00000110063",0.000246252328712277,-1.38048613492445,0.00215524948692607,"Down"
"ENSG00000044459",0.000197286079049225,-1.38079259652496,0.00179512287476345,"Down"
"ENSG00000197444",0.000158281828033148,-1.38083533285526,0.00150084866009509,"Down"
"ENSG00000133119",1.62241366330224e-06,-1.38126509195806,2.94576035171134e-05,"Down"
"ENSG00000264247",1.57872923100115e-05,-1.38131462594145,0.000213320538310037,"Down"
"ENSG00000182963",1.93460008140746e-05,-1.38213171269565,0.000254914522868016,"Down"
"ENSG00000144559",0.000136691428864792,-1.38275427642725,0.00132722430076282,"Down"
"ENSG00000125355",4.38056888982964e-05,-1.38448415848625,0.000509948624151987,"Down"
"ENSG00000131368",0.000185636665285326,-1.38668444928517,0.00170668502901519,"Down"
"ENSG00000139220",2.96370142133622e-05,-1.38735534377627,0.00036456123202382,"Down"
"ENSG00000156170",0.000132778837861917,-1.38750948365668,0.00129714710834334,"Down"
"ENSG00000141642",0.000123188050635224,-1.38862031663808,0.00122043066264175,"Down"
"ENSG00000108439",0.000140087560492222,-1.39005640974256,0.00135428558902383,"Down"
"ENSG00000182628",0.00075743369024648,-1.39098003894264,0.00548808621213725,"Down"
"ENSG00000152348",0.000535257608375747,-1.39144271340495,0.00411309742514089,"Down"
"ENSG00000158435",4.90818049793814e-08,-1.39145432029024,1.35477130137308e-06,"Down"
"ENSG00000187778",6.95955149795311e-06,-1.39197125484588,0.000104836751776106,"Down"
"ENSG00000163536",3.8755649116305e-06,-1.3945567346906,6.29904614227977e-05,"Down"
"ENSG00000116783",1.4111426742736e-06,-1.39547877332957,2.61384348261881e-05,"Down"
"ENSG00000169019",0.000338405194165916,-1.39590532487477,0.00282509175381308,"Down"
"ENSG00000172465",0.00110216924296634,-1.39680887933707,0.00749086047397217,"Down"
"ENSG00000165898",0.00122130365838807,-1.39700313479444,0.00816802413100102,"Down"
"ENSG00000171962",0.00124312759434388,-1.39702286694169,0.00828844301663066,"Down"
"ENSG00000126950",0.000707756726314325,-1.39741231846658,0.00519709687305846,"Down"
"ENSG00000124440",3.18985847131899e-07,-1.39937756586903,7.11785615525348e-06,"Down"
"ENSG00000066279",0.000471947295709099,-1.39985940692451,0.00369692048305461,"Down"
"ENSG00000257337",0.000565170052582552,-1.40186760058699,0.00431808005614752,"Down"
"ENSG00000122970",2.74570639531031e-06,-1.40192152890784,4.72308976184646e-05,"Down"
"ENSG00000277247",0.00135208347961332,-1.40215356375741,0.00888831089186331,"Down"
"ENSG00000144120",0.00155971141109986,-1.40262721720329,0.00997847525493577,"Down"
"ENSG00000072506",0.00115586795675337,-1.40403765801511,0.007800311852867,"Down"
"ENSG00000198468",0.000817954679490913,-1.40886779264776,0.00585065486145148,"Down"
"ENSG00000152234",3.60718505098872e-09,-1.40914068314411,1.297065516226e-07,"Down"
"ENSG00000167118",0.000254431010624382,-1.40970459353726,0.00221465359448332,"Down"
"ENSG00000169189",0.000300294887394028,-1.41025842862437,0.00254972998983635,"Down"
"ENSG00000137070",2.77518211036039e-06,-1.41139723197039,4.76349734485728e-05,"Down"
"ENSG00000104413",0.00146333511929588,-1.41143472913219,0.00948387331930197,"Down"
"ENSG00000078668",7.12267928559856e-06,-1.41190720078832,0.000107091366891027,"Down"
"ENSG00000224578",0.000121038497906151,-1.41206318752703,0.00120262803828849,"Down"
"ENSG00000137274",6.37017445887925e-05,-1.41279438916341,0.000704466351923117,"Down"
"ENSG00000145781",9.34493572932628e-05,-1.41351809656832,0.000972622866056645,"Down"
"ENSG00000078487",0.000481073624901452,-1.41426012926902,0.00375731562582501,"Down"
"ENSG00000165629",0.000384110762209344,-1.41514970639791,0.00312577660480923,"Down"
"ENSG00000092094",1.00358929572787e-05,-1.41569669183503,0.000145134451997569,"Down"
"ENSG00000143653",1.11172040503906e-06,-1.41722892851128,2.13029184516153e-05,"Down"
"ENSG00000259431",1.2664847136099e-05,-1.41746055144759,0.000177383581584064,"Down"
"ENSG00000250571",0.000945474329690731,-1.41812767588603,0.00660062722096371,"Down"
"ENSG00000114054",2.1253654825769e-06,-1.41878961167255,3.75334513772235e-05,"Down"
"ENSG00000205309",8.99790499628082e-05,-1.41883810357895,0.000943495738652617,"Down"
"ENSG00000167720",1.97478045198881e-06,-1.41929587127876,3.5186461247526e-05,"Down"
"ENSG00000134072",6.41662291182209e-05,-1.41932320537022,0.000707636437148564,"Down"
"ENSG00000140600",1.44731245525751e-07,-1.41999340336524,3.54057706780004e-06,"Down"
"ENSG00000100246",0.000810719546500746,-1.42066399271602,0.00580586079551644,"Down"
"ENSG00000163251",2.86413053026385e-05,-1.42186630901669,0.000354137651686068,"Down"
"ENSG00000137142",0.000440317090885492,-1.42323794699377,0.00349269463853223,"Down"
"ENSG00000133302",0.000150904011522257,-1.42338095323296,0.00143889144532963,"Down"
"ENSG00000127125",0.000309607574734731,-1.42723958513074,0.00261300475587361,"Down"
"ENSG00000273611",0.000425157450771102,-1.42781900727754,0.00339403441689308,"Down"
"ENSG00000198890",5.38799808914243e-08,-1.42861019451701,1.47189751002706e-06,"Down"
"ENSG00000164039",2.77330158770388e-05,-1.42923419986471,0.000344333586625157,"Down"
"ENSG00000157184",5.17727073113084e-08,-1.42924359432888,1.42083351697103e-06,"Down"
"ENSG00000175305",0.000233355990378191,-1.43067823102199,0.00206126808223074,"Down"
"ENSG00000259330",1.24978900388472e-07,-1.43112116253178,3.09543176937257e-06,"Down"
"ENSG00000138382",0.00107023257786641,-1.43193639808279,0.00730874540326194,"Down"
"ENSG00000110921",1.35820698243326e-05,-1.43198860991048,0.000188431396797589,"Down"
"ENSG00000182185",0.000442798730437551,-1.43316146031369,0.00350888233917257,"Down"
"ENSG00000154856",8.81944087929793e-07,-1.43570549020983,1.73168561212268e-05,"Down"
"ENSG00000155893",3.85526338498945e-06,-1.43572706798767,6.27459226857588e-05,"Down"
"ENSG00000188613",9.29392194441028e-05,-1.43578250472775,0.000967899994620753,"Down"
"ENSG00000117477",0.000271342881007984,-1.43639093324382,0.00234052840568881,"Down"
"ENSG00000180233",1.62185747929919e-06,-1.43644650724452,2.94576035171134e-05,"Down"
"ENSG00000136828",2.94256389374822e-06,-1.43850671608937,5.00978110136788e-05,"Down"
"ENSG00000173409",0.000615997011049071,-1.43883451252934,0.00463521734503865,"Down"
"ENSG00000102383",8.27678034727054e-06,-1.44083908831305,0.000122287380922916,"Down"
"ENSG00000197448",0.000433899421800536,-1.44090863742163,0.00344751500662549,"Down"
"ENSG00000014138",2.44923716065481e-05,-1.44206286876121,0.00031072256348456,"Down"
"ENSG00000104823",0.000215625111556763,-1.44240956788711,0.00192722170150806,"Down"
"ENSG00000220205",0.00146954528214184,-1.44397435252737,0.00950605883403377,"Down"
"ENSG00000172197",0.00010281522016002,-1.44711576821697,0.00105221440057464,"Down"
"ENSG00000123119",0.000104250343393823,-1.44780250856586,0.0010637099140474,"Down"
"ENSG00000258289",6.25891925917456e-05,-1.44830810007563,0.000694091761412223,"Down"
"ENSG00000171533",8.9449985343469e-06,-1.44954236564102,0.000131251659890179,"Down"
"ENSG00000184489",1.61490423447561e-05,-1.45136941209218,0.000217347539472039,"Down"
"ENSG00000188176",1.25316775294694e-07,-1.45360464374262,3.10058375848302e-06,"Down"
"ENSG00000134146",9.97749550971281e-05,-1.45362992635726,0.00102790942217217,"Down"
"ENSG00000169740",6.77828900224521e-06,-1.45452984910384,0.000102494254729327,"Down"
"ENSG00000164743",0.000581697201069543,-1.45491040637363,0.00442594084535896,"Down"
"ENSG00000120885",7.23026941252702e-07,-1.45496810110409,1.45925538878694e-05,"Down"
"ENSG00000010361",3.80461303130161e-05,-1.4554423364579,0.000450366587681494,"Down"
"ENSG00000115539",6.46553994355409e-05,-1.4556389202015,0.000712044426624988,"Down"
"ENSG00000167065",4.07136445052372e-05,-1.45671137139514,0.000478620864700662,"Down"
"ENSG00000176623",6.37859054275558e-08,-1.45712043711458,1.7189077629665e-06,"Down"
"ENSG00000143443",0.000330475696367365,-1.45768908643463,0.00276760355190011,"Down"
"ENSG00000214300",7.21804765785386e-05,-1.45899765245586,0.000784067815645672,"Down"
"ENSG00000172922",0.000444584151562983,-1.45940582174895,0.00351952626084807,"Down"
"ENSG00000155868",0.000697734931148791,-1.4596989717169,0.00514011700589587,"Down"
"ENSG00000188690",7.78010842274757e-05,-1.46243656396326,0.000835242215384537,"Down"
"ENSG00000166681",0.00116775530504354,-1.46333937987028,0.00786665139472444,"Down"
"ENSG00000163618",1.39660431867791e-05,-1.46346888895842,0.000192970629124733,"Down"
"ENSG00000156990",0.000258349174399921,-1.46387150963663,0.00224221915229826,"Down"
"ENSG00000119969",1.45489225889918e-05,-1.46393699691643,0.000199294363588508,"Down"
"ENSG00000117543",8.20735992629079e-06,-1.46526674837482,0.000121449206414416,"Down"
"ENSG00000196981",1.4857482563718e-06,-1.46898700521362,2.73295264785308e-05,"Down"
"ENSG00000128654",0.000132368610786798,-1.46922285053856,0.00129525940620721,"Down"
"ENSG00000253320",0.000185958646382645,-1.46949539196001,0.00170898715975059,"Down"
"ENSG00000167969",0.000355850878491497,-1.46955291192155,0.00294294962759369,"Down"
"ENSG00000196345",0.000991677192519927,-1.4698789173297,0.00688293158389703,"Down"
"ENSG00000264235",0.000718460974377228,-1.47137045517148,0.00525711744536644,"Down"
"ENSG00000103254",0.00131771460276272,-1.47190591819432,0.00871034159899299,"Down"
"ENSG00000117010",0.000221047864248003,-1.47201782897512,0.00196563828930552,"Down"
"ENSG00000123178",0.000634643090382086,-1.47274703186618,0.00475007474168109,"Down"
"ENSG00000163431",1.12031286192874e-06,-1.47294455949154,2.13988719131285e-05,"Down"
"ENSG00000148090",2.24112295912372e-05,-1.47350061337913,0.000288303080668307,"Down"
"ENSG00000243989",7.21033647423489e-05,-1.4750076878857,0.000784067815645672,"Down"
"ENSG00000100749",1.70060815692702e-05,-1.4750240570273,0.000227217237575767,"Down"
"ENSG00000250510",0.000603294264168375,-1.47630262739065,0.00456408550420916,"Down"
"ENSG00000073910",7.02969556848954e-06,-1.47743602569784,0.000105759931564749,"Down"
"ENSG00000117594",0.000180688825751071,-1.47767243814155,0.00167214201691185,"Down"
"ENSG00000196693",6.76065792384525e-05,-1.47877898035933,0.000739429540035406,"Down"
"ENSG00000233695",0.000158789421523009,-1.47918522500549,0.00150506400487629,"Down"
"ENSG00000145335",3.19914995003346e-05,-1.47924854597298,0.000389311438363908,"Down"
"ENSG00000129244",3.32613845987394e-05,-1.47927652030577,0.000401490808230284,"Down"
"ENSG00000121577",3.54503288041972e-07,-1.47950970774245,7.79384945238501e-06,"Down"
"ENSG00000114738",3.74580633656775e-06,-1.47963724241006,6.12895946664356e-05,"Down"
"ENSG00000164841",1.60676295370781e-05,-1.47991950502804,0.000216495893243384,"Down"
"ENSG00000166831",1.03618327840978e-05,-1.47993849229906,0.00014921539176907,"Down"
"ENSG00000100211",7.73009817678103e-05,-1.48183995436593,0.000830620270336741,"Down"
"ENSG00000008382",8.22608207960338e-05,-1.48248481363547,0.000874859401926995,"Down"
"ENSG00000175536",0.00142035776530325,-1.48340766533547,0.00924549127709391,"Down"
"ENSG00000272447",0.000526859755982316,-1.48382849385247,0.00406177059536125,"Down"
"ENSG00000258056",0.000503288398034561,-1.48396900083725,0.00390908060880715,"Down"
"ENSG00000140365",0.00115953277932067,-1.48426557043881,0.00782062277939554,"Down"
"ENSG00000285854",1.12794501732858e-06,-1.48640215937485,2.14860321341124e-05,"Down"
"ENSG00000204619",0.000111858718788228,-1.48789421338467,0.00112736967909993,"Down"
"ENSG00000185347",4.97074658193123e-05,-1.48935721943005,0.000568670557691375,"Down"
"ENSG00000189403",0.000135274745549904,-1.49074705880073,0.00131668154290644,"Down"
"ENSG00000099260",2.51300371516963e-06,-1.49094646471486,4.36684692164411e-05,"Down"
"ENSG00000104332",5.17386748438784e-06,-1.49161773125367,8.164656976685e-05,"Down"
"ENSG00000182362",0.00116800465715774,-1.49178398362493,0.00786665139472444,"Down"
"ENSG00000185379",2.89019181229393e-06,-1.4920939409839,4.92901569359499e-05,"Down"
"ENSG00000068489",0.000200015322728841,-1.49361634330084,0.00181528139013539,"Down"
"ENSG00000006625",0.000195852336431128,-1.49408489839838,0.00178547933739199,"Down"
"ENSG00000172348",3.3293564344944e-06,-1.49583567592896,5.55497653598799e-05,"Down"
"ENSG00000135205",0.0010231006965092,-1.49815697363303,0.00705590763427313,"Down"
